CarID,Brand,Model,Year,Price,Mileage,Fuel,Color,Owner,Location
14239,Tesla,Corolla,2020,40000,30000,Electric,White,Third,Miami
14240,,Accord,2010,50000,60000, Diesel ,Silver,Second,Miami
14241,,Accord,2020,,15000,,Black,Third,Los Angeles
14242,Honda,Civic,2018,20000,30000,Electric,Silver,Third,Miami
14243,Honda,Model S,2012,,30000,Electric,Gray,,Los Angeles
14244,Hyundai,Focus,,50000,60000,Electric,,,Houston
14245,Tesla,Mustang ,2012,,75000,,Silver,,
14246, Nissan ,Model S,2015,40000,15000,Petrol,,Third,Phoenix
14247,Hyundai,Civic,2020,40000,45000,,,,Phoenix
14248,BMW,Accord,2020,40000,100000,,Blue,Third,
14249,Ford,Model S,2015,25000,30000,,Blue,,Miami
14250,Ford,Corolla,2012,40000,30000,,Blue,Second,Miami
14251, Nissan ,,,50000,75000, Diesel ,Silver,Second,
14252,Toyota,Corolla,2012,40000,30000,Petrol,Red,First, Chicago 
14253,Hyundai,Model S,2015,50000,45000,Hybrid,Silver,,Los Angeles
14254, Nissan ,Accord,,40000,45000,,,Second,Los Angeles
14255,Toyota,Accord,,40000,15000,Hybrid,Silver,,Houston
14256,Toyota,Civic,2020,60000,15000, Diesel ,Blue,Second,Phoenix
14257, Nissan ,Focus,,30000,, Diesel ,Gray,Second,Miami
14258,Ford,Corolla,2018,50000,,Electric,,,New York
14259,BMW,Civic,2015,50000,45000,Electric,Black,Third, Chicago 
14260,Ford,Focus,2012,25000,75000,Petrol,Blue,Second,New York
14261,,,2018,,30000,Electric,Blue,Second, Chicago 
14262,Ford,Corolla,2018,25000,45000,Petrol,Silver,First,New York
14263,Ford,Accord,2020,60000,,Hybrid,,First,
14264,Hyundai,Corolla,,25000,100000,Petrol,Gray,Third,Phoenix
14265, Nissan ,Accord,2015,25000,75000,Hybrid,Red,Third,Miami
14266, Nissan ,Accord,2018,40000,,Petrol,Silver,Third,
14267,,,2010,25000,60000,Electric,Blue,Second,Miami
14268,,,2018,30000,,Electric,Black,Second,Los Angeles
14269,Hyundai,Model S,2018,,15000, Diesel ,Gray,Third,Houston
14270, Nissan ,Focus,2018,25000,60000,Electric,Black,,New York
14271,Ford,Civic,2015,,75000,Petrol,Black,First, Chicago 
14272,BMW,Mustang ,2020,20000,60000,Electric,Gray,,
14273,Toyota,Mustang ,2020,20000,30000,,Gray,Third, Chicago 
14274,Honda,,2010,25000,,Electric,Gray,,New York
14275,Toyota,Model S,,30000,,Hybrid,,Second,New York
14276,,Focus,2010,20000,60000,Hybrid,Red,Second,Los Angeles
14277,,Focus,2018,20000,45000, Diesel ,Black,Second,Miami
14278,Toyota,Corolla,2018,30000,100000,Petrol,Black,Second,
14279,Honda,Model S,2018,40000,15000,Hybrid,Red,,Los Angeles
14280,Ford,Model S,2010,25000,100000,Hybrid,Blue,Third,Phoenix
14281,BMW,Corolla,2020,50000,100000, Diesel ,Blue,Third,Miami
14282,BMW,Mustang ,2010,20000,, Diesel ,,Third,Houston
14283,Toyota,Civic,,30000,45000,Electric,Blue,First,Phoenix
14284,Honda,Mustang ,2020,20000,,Hybrid,,First, Chicago 
14285,Hyundai,,2010,,45000, Diesel ,Gray,First,Phoenix
14286,,Accord,2020,60000,15000,Hybrid,Silver,First,Los Angeles
14287,Tesla,Corolla,2010,20000,15000,Hybrid,,,Phoenix
14288,Ford,,2020,50000,15000, Diesel ,White,First,Los Angeles
14289,Hyundai,Accord,2015,60000,15000,Petrol,Silver,Third,New York
14290,Toyota,Model S,2015,,30000,Petrol,Blue,,New York
14291,BMW,Mustang ,2012,50000,60000,,Gray,Third,Houston
14292,,Corolla,,40000,,Petrol,Black,Second,Phoenix
14293,Hyundai,Accord,2020,30000,,Hybrid,Gray,Second,New York
14294,Hyundai,Civic,2020,40000,75000,Hybrid,White,Third, Chicago 
14295, Nissan ,,,,75000,Hybrid,Gray,First,Houston
14296, Nissan ,Mustang ,,20000,45000,Petrol,Silver,Second, Chicago 
14297,Honda,,2020,40000,75000,,Silver,Third,Los Angeles
14298,Honda,,2012,,30000,Electric,Red,First,New York
14299,Toyota,Model S,2010,40000,75000,Hybrid,Silver,Second,New York
14300,Hyundai,Mustang ,,60000,,,Blue,First,Houston
14301,Tesla,Accord,2015,50000,75000, Diesel ,Red,, Chicago 
14302,BMW,,2012,,15000,Petrol,Black,Third,Miami
14303,Toyota,Focus,2015,20000,,Electric,Silver,, Chicago 
14304,Tesla,Mustang ,2018,40000,45000, Diesel ,,Third,Miami
14305,,,2012,60000,,,White,Second, Chicago 
14306,Honda,Model S,2012,30000,45000, Diesel ,Silver,,New York
14307, Nissan ,Corolla,2015,40000,15000, Diesel ,Red,Third,Houston
14308,Ford,,2020,,45000,Hybrid,Red,Third,New York
14309,Hyundai,,2018,25000,,Hybrid,,Third,Miami
14310,,Corolla,2015,20000,100000,Petrol,Red,,Los Angeles
14311, Nissan ,Accord,2012,60000,,Electric,White,Second,Houston
14312,BMW,Accord,2020,40000,45000, Diesel ,Blue,First,Miami
14313,BMW,Focus,2018,,30000,,,,Houston
14314, Nissan ,Model S,2020,30000,45000, Diesel ,Black,First,Miami
14315,,Corolla,2015,20000,, Diesel ,,Second,Miami
14316, Nissan ,Model S,2020,50000,15000,Petrol,Black,,Phoenix
14317,Tesla,Accord,2012,20000,100000,Hybrid,Blue,First,Phoenix
14318,Toyota,Corolla,2012,30000,45000,Hybrid,Black,First, Chicago 
14319,Honda,Civic,2010,30000,15000,Petrol,,Third, Chicago 
14320,Tesla,Focus,2018,60000,100000,Hybrid,Red,Third, Chicago 
14321,Ford,Civic,2015,,, Diesel ,Blue,Third,Houston
14322, Nissan ,Accord,2020,40000,,Hybrid,Black,,Los Angeles
14323,Ford,Mustang ,,60000,60000,Petrol,Silver,Third,Los Angeles
14324,Ford,Corolla,2012,20000,,Petrol,Red,Second,Miami
14325,Tesla,Accord,2010,60000,45000, Diesel ,Blue,Second, Chicago 
14326,Honda,Corolla,2015,25000,45000,Hybrid,Black,First,Los Angeles
14327,,Model S,2012,30000,60000, Diesel ,Silver,First,
14328,BMW,Corolla,2015,30000,45000,,Silver,,Miami
14329,Toyota,Accord,2012,20000,30000,Petrol,Blue,Third,Houston
14330,Hyundai,Model S,2015,50000,75000,Electric,Black,Third,Houston
14331,BMW,Model S,2012,30000,,Electric,Black,Second,Phoenix
14332,Honda,Corolla,,30000,,Petrol,Silver,Third,New York
14333,Hyundai,Model S,,60000,100000,Electric,Gray,Second,Phoenix
14334,BMW,Accord,,40000,60000, Diesel ,,Second,
14335, Nissan ,Mustang ,,,,,Red,Second,Houston
14336, Nissan ,Focus,2020,,30000,Hybrid,Blue,,New York
14337,Tesla,Civic,2018,30000,,,White,Third,Phoenix
14338,Ford,Corolla,2012,50000,45000,Electric,White,,Phoenix
14339,Hyundai,Model S,2015,25000,75000,Electric,,First,Miami
14340,Honda,Model S,2012,50000,,Hybrid,Blue,Second, Chicago 
14341,Honda,Accord,2010,30000,30000,Electric,,First,Phoenix
14342,BMW,Model S,,60000,75000,Hybrid,White,First, Chicago 
14343,Tesla,Model S,2020,25000,45000,Electric,,Second,Phoenix
14344,BMW,Focus,,25000,45000,Hybrid,Silver,Third,
14345,BMW,Mustang ,,25000,75000, Diesel ,White,Second,Los Angeles
14346,Honda,Corolla,2010,25000,100000,Hybrid,,Second,New York
14347,BMW,Corolla,2015,60000,30000,Petrol,Black,,
14348,Ford,Accord,2012,20000,100000,,Blue,Second,Miami
14349,BMW,Focus,2012,30000,60000,,,, Chicago 
14350,Hyundai,Focus,2010,50000,60000,Petrol,Silver,First,
14351,Ford,Focus,2018,60000,100000, Diesel ,,Third,Phoenix
14352,Honda,Corolla,2020,20000,, Diesel ,Black,, Chicago 
14353,Tesla,Mustang ,2012,25000,15000,Electric,White,, Chicago 
14354, Nissan ,,2012,40000,100000, Diesel ,Gray,First,Phoenix
14355,Hyundai,Accord,2015,,45000,Electric,Red,,
14356,Ford,Accord,2010,30000,100000,Electric,Black,First,
14357,Tesla,Civic,2015,30000,30000,Hybrid,Silver,First,Los Angeles
14358,Tesla,Focus,2020,20000,100000,Electric,,First, Chicago 
14359,Ford,Focus,2012,25000,30000, Diesel ,,Third,Miami
14360,Honda,Corolla,2010,25000,45000, Diesel ,White,Second,
14361,Toyota,Mustang ,,50000,30000,Electric,Black,Third,Miami
14362,Tesla,Accord,2010,20000,100000,Hybrid,Gray,Second,Phoenix
14363,Tesla,Corolla,2010,60000,60000,Petrol,White,First,Houston
14364,Honda,Mustang ,2020,50000,60000,Electric,Blue,,
14365,Honda,Civic,2018,60000,75000,Hybrid,Blue,Second,Los Angeles
14366,BMW,Model S,2018,30000,45000,,Black,Second,Los Angeles
14367,Honda,Corolla,2018,20000,60000, Diesel ,White,Third,New York
14368,Tesla,Mustang ,2015,,45000,Petrol,Silver,,Miami
14369,Ford,Mustang ,2015,60000,75000,Petrol,Red,First,Houston
14370,Toyota,Civic,2020,60000,,Petrol,Blue,Third,New York
14371,,Mustang ,2010,30000,15000,,Red,,Houston
14372,BMW,Corolla,2018,25000,30000, Diesel ,,, Chicago 
14373,,Corolla,2012,60000,30000,Petrol,Silver,Second,Phoenix
14374,Ford,Corolla,2018,50000,75000, Diesel ,White,Third,Phoenix
14375,Toyota,,2020,50000,30000, Diesel ,Red,First,Miami
14376,Toyota,Mustang ,2018,40000,75000,,Black,Second,Miami
14377,Toyota,,2012,50000,30000,,Blue,First,New York
14378, Nissan ,Focus,2012,50000,15000,,Black,,Houston
14379,Ford,,2012,40000,30000,,Silver,Third,Miami
14380,Hyundai,Civic,2020,30000,100000,,Black,Second,Los Angeles
14381,BMW,Corolla,2018,30000,45000,Electric,Silver,Second,Phoenix
14382,BMW,,2020,25000,30000,Electric,White,First,Phoenix
14383,Toyota,Accord,,40000,15000,Hybrid,Black,Second,New York
14384,Ford,Corolla,2012,20000,15000, Diesel ,Red,,New York
14385, Nissan ,Model S,2018,20000,60000,Hybrid,Black,Second,Los Angeles
14386,Toyota,Focus,2015,60000,30000, Diesel ,Black,Second,Miami
14387,Honda,,2020,20000,45000, Diesel ,Black,First,Phoenix
14388,Hyundai,Accord,2015,20000,60000,Petrol,Black,,Los Angeles
14389,,Mustang ,,50000,15000, Diesel ,Gray,,Phoenix
14390,BMW,Accord,2015,40000,,,Blue,Second,Miami
14391,,Corolla,2010,40000,100000,,Gray,First, Chicago 
14392,Tesla,Model S,2012,25000,,Petrol,Red,First,Phoenix
14393,Toyota,Focus,,30000,15000,Electric,,Third,Miami
14394,Honda,Focus,2015,40000,15000,Electric,,Second, Chicago 
14395,BMW,Model S,2020,40000,30000,Electric,Red,First,Phoenix
14396,,,2012,30000,30000,,Blue,Second,Los Angeles
14397,Hyundai,,,,30000,Petrol,Gray,,New York
14398, Nissan ,Corolla,2012,50000,15000,Electric,Red,First,Phoenix
14399,Ford,Civic,,20000,45000,,Red,Second,Phoenix
14400,BMW,Corolla,2020,50000,100000,Electric,Blue,Second,New York
14401,Hyundai,Corolla,2018,40000,15000,Petrol,Gray,First, Chicago 
14402,,Mustang ,2020,40000,30000,Hybrid,,Second,
14403,Ford,Corolla,2018,50000,100000,,Black,Second, Chicago 
14404,,Mustang ,2012,20000,15000,Hybrid,Black,,Phoenix
14405,Ford,Model S,2020,40000,45000,,Blue,Third,Los Angeles
14406, Nissan ,Focus,2015,30000,75000,Petrol,Silver,Third,
14407, Nissan ,Focus,2020,60000,75000, Diesel ,Silver,Third, Chicago 
14408,Toyota,Civic,2015,40000,100000,Electric,,Third,Phoenix
14409,Toyota,,2015,25000,15000,Petrol,Red,,Los Angeles
14410,BMW,Corolla,2012,40000,100000,Petrol,Gray,First,Houston
14411, Nissan ,Model S,2018,20000,30000, Diesel ,White,Third,Los Angeles
14412,Honda,Model S,2018,30000,75000,Petrol,Blue,Second,
14413,,Corolla,2015,40000,15000, Diesel ,Blue,Second,
14414,,Model S,2018,50000,45000,Hybrid,Black,Third,Houston
14415,,Model S,2020,,,Petrol,,First,
14416,BMW,Mustang ,2015,30000,75000,Petrol,White,Third,Phoenix
14417,,Corolla,2015,30000,45000, Diesel ,Red,,New York
14418,Tesla,Civic,2010,50000,,,Black,Third,New York
14419,Ford,Model S,2020,,60000,Hybrid,Gray,Second, Chicago 
14420,,Focus,2018,40000,100000, Diesel ,Black,First, Chicago 
14421,Hyundai,Accord,2018,25000,45000,Hybrid,Black,,Houston
14422,Ford,Focus,2010,50000,45000,Electric,Silver,,Los Angeles
14423,Toyota,Mustang ,2020,20000,15000, Diesel ,White,Second,Phoenix
14424,,Mustang ,2012,60000,75000,Electric,,,Phoenix
14425,Hyundai,Accord,2012,30000,100000,Hybrid,,Third,New York
14426,Honda,Accord,2020,50000,15000, Diesel ,Blue,Second, Chicago 
14427,Hyundai,Focus,2018,25000,30000,Hybrid,Blue,Second,
14428, Nissan ,Corolla,,20000,15000,Petrol,Blue,Third,Houston
14429, Nissan ,Accord,2012,20000,45000,,Red,First,Houston
14430,Toyota,Focus,,60000,75000, Diesel ,,First,
14431,Tesla,,,40000,15000,,Silver,Second,Houston
14432,BMW,Model S,2012,50000,60000, Diesel ,Blue,Second,Miami
14433,BMW,Mustang ,2018,25000,15000,Hybrid,Black,Second,Phoenix
14434,Honda,Civic,2020,50000,, Diesel ,,Third, Chicago 
14435,Toyota,Accord,2010,30000,15000,,Gray,Second, Chicago 
14436,Toyota,Focus,2020,30000,75000,Electric,White,First, Chicago 
14437,Tesla,Corolla,2010,50000,100000,Petrol,Black,Third, Chicago 
14438,,Mustang ,,40000,75000,,Gray,Second,Los Angeles
14439,BMW,Accord,,30000,100000,Hybrid,Silver,Second,Los Angeles
14440,,Civic,2020,50000,45000, Diesel ,Silver,,New York
14441,Toyota,Mustang ,2012,20000,75000,Electric,Red,Second,Los Angeles
14442,,Corolla,,60000,60000, Diesel ,White,, Chicago 
14443, Nissan ,Civic,2015,50000,15000,Electric,,First, Chicago 
14444,Honda,Civic,2015,60000,100000, Diesel ,White,,Miami
14445,BMW,Model S,2018,60000,75000,Hybrid,Blue,, Chicago 
14446,Tesla,Accord,2020,40000,60000,Hybrid,Blue,First,Miami
14447,Honda,Accord,2020,20000,,,White,Second,Miami
14448,Ford,Accord,2018,60000,45000,,Blue,First,Phoenix
14449, Nissan ,Civic,2018,20000,100000, Diesel ,Blue,First,Phoenix
14450,Tesla,,2010,50000,60000,Electric,Red,First,Houston
14451,Hyundai,,2010,,75000, Diesel ,White,,Miami
14452,Honda,Mustang ,2015,60000,75000,,Black,Second,Miami
14453,Toyota,,2012,,100000,,Silver,,New York
14454,Ford,Mustang ,2020,50000,60000, Diesel ,White,Third,New York
14455,Tesla,Corolla,2015,40000,15000,Petrol,,Second,
14456,Toyota,Model S,2015,60000,75000,,Red,Third,Phoenix
14457, Nissan ,Corolla,2012,20000,60000, Diesel ,Blue,,Miami
14458,Hyundai,Accord,2015,40000,,Electric,Black,Second,Houston
14459,Ford,Accord,2015,,45000, Diesel ,Silver,,Houston
14460,BMW,Focus,2012,40000,, Diesel ,Silver,First,
14461,Hyundai,Accord,2015,60000,15000,Petrol,,First, Chicago 
14462,Toyota,,2020,25000,,Electric,Blue,Second, Chicago 
14463,Honda,Model S,2018,40000,45000,Hybrid,Blue,,Phoenix
14464,,,2012,60000,15000,Hybrid,White,Second,Phoenix
14465,Tesla,Model S,,25000,45000,Hybrid,Silver,Third,Miami
14466,Ford,Corolla,2018,40000,60000,,Silver,,
14467,Toyota,Accord,2020,25000,60000,Petrol,Red,First,Miami
14468,BMW,Corolla,,25000,100000,Electric,Red,,
14469,,,2015,25000,15000, Diesel ,,,Miami
14470,Tesla,Civic,2015,25000,45000,,Gray,First,Phoenix
14471,Tesla,Model S,,60000,75000,Petrol,Silver,,New York
14472,Toyota,Accord,,30000,15000, Diesel ,White,Third,Miami
14473,BMW,Focus,2015,30000,75000,Petrol,White,Third,Houston
14474, Nissan ,Mustang ,2018,50000,45000,Electric,Silver,Third,
14475,,Civic,,60000,60000,Electric,White,Second,Houston
14476, Nissan ,Corolla,2010,40000,100000, Diesel ,White,First,Miami
14477,Ford,Model S,2018,,15000,Electric,Gray,Second,New York
14478,Toyota,Civic,2010,20000,75000,Electric,Black,First,
14479,,Mustang ,2018,30000,,Petrol,Black,, Chicago 
14480,Ford,Focus,2020,25000,60000,Electric,White,,Los Angeles
14481,Hyundai,Civic,2018,30000,, Diesel ,White,First,New York
14482, Nissan ,Focus,2018,60000,30000,,Silver,Third,Phoenix
14483,Hyundai,Corolla,2012,25000,15000,Hybrid,Black,First, Chicago 
14484,Hyundai,Model S,,,75000,Hybrid,,Third, Chicago 
14485,,Corolla,2015,60000,100000,Petrol,White,,Houston
14486,Tesla,Model S,2015,30000,100000,Hybrid,,Second,New York
14487,Ford,Civic,,20000,45000,Electric,,Second,
14488,Hyundai,Corolla,2015,20000,60000,,Silver,, Chicago 
14489,BMW,Model S,2010,60000,60000, Diesel ,Black,First,Phoenix
14490,Honda,Accord,2020,30000,60000, Diesel ,White,Third,Phoenix
14491, Nissan ,Focus,2010,50000,15000,Hybrid,Red,Second,Los Angeles
14492, Nissan ,Model S,2012,60000,, Diesel ,,Second,Houston
14493,BMW,Accord,2012,30000,45000,Hybrid,Gray,Third,Phoenix
14494,,Corolla,,20000,45000,Electric,Silver,Second,Miami
14495,,Corolla,2018,,45000,,Black,First,Miami
14496,,Civic,2012,40000,30000, Diesel ,,Second,Phoenix
14497,Ford,Focus,2012,30000,45000,Electric,Gray,First,Phoenix
14498,Toyota,Model S,2020,30000,75000,Electric,Gray,Third,Houston
14499,Hyundai,Corolla,2012,20000,75000,,Black,Third,Phoenix
14500,Tesla,Model S,2018,60000,15000,Hybrid,Blue,Second,New York
14501,Honda,,2015,20000,30000,Electric,Red,First,New York
14502,Toyota,Focus,2010,60000,,Electric,White,First,Miami
14503,Toyota,Focus,2010,20000,60000,,Red,Second,New York
14504,BMW,Accord,2010,20000,, Diesel ,Silver,,
14505,Ford,,2018,30000,30000, Diesel ,Silver,Third,Phoenix
14506, Nissan ,Focus,2020,60000,100000,,,Third,Miami
14507, Nissan ,,2018,25000,30000,Petrol,,Second, Chicago 
14508,BMW,Model S,2010,60000,60000, Diesel ,Red,Second,Los Angeles
14509,Ford,Mustang ,2018,60000,,Electric,Gray,Third,Houston
14510,BMW,,2018,20000,30000,,Silver,,Houston
14511, Nissan ,Civic,2018,50000,,,Gray,Second,New York
14512,Toyota,Accord,2015,,15000,Petrol,Gray,Third,New York
14513,Tesla,,2018,,,,Gray,Third, Chicago 
14514,Hyundai,Model S,2020,50000,15000,Hybrid,Red,First,
14515,,Focus,2015,50000,100000, Diesel ,Blue,Second,
14516,Ford,Civic,,60000,100000,Petrol,Red,,Los Angeles
14517,Hyundai,,,30000,75000, Diesel ,Silver,,Phoenix
14518,Honda,Accord,2018,20000,30000,,Red,Third,Miami
14519,Honda,Accord,2012,40000,, Diesel ,Red,Second,
14520,Toyota,Model S,2010,50000,,,Red,,Miami
14521,BMW,Civic,2015,20000,30000,,White,, Chicago 
14522,BMW,Civic,2012,30000,15000,,Black,First,
14523, Nissan ,Civic,2010,50000,100000, Diesel ,Blue,,Houston
14524,Toyota,,2020,40000,15000,Hybrid,White,Third,Los Angeles
14525, Nissan ,Model S,2012,30000,45000,,Silver,,Phoenix
14526, Nissan ,Model S,2020,25000,,Hybrid,Gray,Second,Phoenix
14527,Honda,Model S,2020,,30000,Petrol,Red,,New York
14528, Nissan ,Mustang ,2012,50000,100000,Electric,Silver,,Los Angeles
14529,Hyundai,Corolla,2012,30000,30000, Diesel ,Gray,,Phoenix
14530,,Focus,2015,20000,100000,Hybrid,Gray,,Los Angeles
14531, Nissan ,Model S,2020,20000,30000,Hybrid,Black,,New York
14532,Honda,Corolla,2012,30000,,Petrol,Silver,First,
14533,,Corolla,2020,,100000, Diesel ,Blue,First,New York
14534,BMW,Civic,2018,30000,75000,Hybrid,,First,
14535,Ford,Focus,2018,30000,60000,Petrol,Gray,Third,New York
14536,Tesla,Civic,2018,20000,30000,Hybrid,Silver,,Los Angeles
14537, Nissan ,Focus,2020,20000,30000, Diesel ,Gray,Second,Houston
14538,Hyundai,Mustang ,2020,60000,100000,Electric,White,Second,
14539,,Civic,2012,20000,60000, Diesel ,White,First,Houston
14540,Ford,Accord,2012,60000,30000,Hybrid,White,,New York
14541,Honda,,2015,50000,,,Black,First,Los Angeles
14542,Ford,Focus,2015,,100000,,Blue,Second,
14543,Tesla,Accord,2015,20000,75000,Petrol,Gray,First, Chicago 
14544,Hyundai,Corolla,,60000,75000,Hybrid,White,,New York
14545,Ford,Corolla,2010,40000,60000, Diesel ,Blue,First,Los Angeles
14546,Hyundai,Focus,2018,40000,45000,Petrol,Black,Second,Miami
14547,,Civic,2020,30000,60000, Diesel ,Gray,Third,
14548,Ford,Mustang ,,30000,75000,Electric,Blue,Second,
14549,Hyundai,,2018,25000,100000,Hybrid,Silver,Second,Miami
14550,Ford,,2020,40000,100000,,Black,First,
14551,Ford,Model S,,,15000,,Black,,
14552,Toyota,Focus,2010,60000,45000,Petrol,Red,First,New York
14553, Nissan ,,2020,60000,30000,Electric,,First, Chicago 
14554,Honda,Civic,2015,30000,30000,,Black,,
14555,Tesla,Civic,,30000,75000, Diesel ,Red,Third,
14556,Honda,Corolla,2018,,,Petrol,,Third,
14557,Toyota,,2018,60000,30000, Diesel ,Red,First,
14558,Toyota,,2018,40000,100000,Hybrid,Gray,,New York
14559,,Civic,2010,60000,100000,Petrol,Black,First,Houston
14560,Toyota,Corolla,,25000,15000,,Red,,Houston
14561, Nissan ,,2018,,45000,Electric,Gray,Second,Miami
14562,Toyota,Mustang ,2012,25000,,,Red,Third,Miami
14563,Ford,Mustang ,2015,25000,75000,Petrol,Red,,Phoenix
14564,Honda,Civic,2015,50000,15000,,Blue,First, Chicago 
14565,BMW,Corolla,2020,60000,45000, Diesel ,Red,Third,Phoenix
14566,Tesla,Corolla,2010,60000,,Electric,White,First,Miami
14567,Toyota,Civic,2020,30000,60000, Diesel ,Gray,First,Houston
14568,Honda,Corolla,2020,40000,30000, Diesel ,Gray,Second,Phoenix
14569,,Accord,2015,25000,30000,,Blue,First,New York
14570,Toyota,Accord,,,15000,Electric,Blue,Third, Chicago 
14571, Nissan ,Corolla,,40000,30000,Electric,Blue,, Chicago 
14572,Toyota,Model S,2012,20000,,Petrol,Black,First, Chicago 
14573,Toyota,Corolla,2010,20000,45000, Diesel ,Silver,Third,Houston
14574,Hyundai,Mustang ,2010,50000,45000,Electric,Gray,,Miami
14575,Hyundai,,2010,,45000,Electric,White,Second,Houston
14576,Toyota,Corolla,2012,20000,75000,,,Second, Chicago 
14577,,,2010,40000,45000,,Silver,First,Miami
14578,Hyundai,Civic,2018,40000,45000, Diesel ,,Second,Los Angeles
14579,Toyota,Corolla,2012,30000,75000, Diesel ,Black,,Houston
14580,Tesla,Civic,2020,40000,30000,Electric,Blue,First,Houston
14581,Honda,Focus,2018,25000,45000, Diesel ,White,, Chicago 
14582,Hyundai,Mustang ,,60000,100000,Electric,Blue,,
14583,Hyundai,Accord,2020,50000,15000,Petrol,Blue,,Los Angeles
14584, Nissan ,Corolla,2010,30000,30000,,Black,,Miami
14585,Toyota,Civic,2012,25000,45000, Diesel ,White,Second,Phoenix
14586,Toyota,Focus,,40000,, Diesel ,Red,Third, Chicago 
14587,Toyota,,2018,30000,60000,Hybrid,,,Miami
14588,Toyota,,2012,60000,45000,Hybrid,Silver,First,Los Angeles
14589,Hyundai,Accord,2012,,75000,Electric,,Third,Los Angeles
14590,Ford,Accord,,60000,45000, Diesel ,,Third,Los Angeles
14591,Ford,Mustang ,2012,60000,30000, Diesel ,Blue,,Phoenix
14592,BMW,Mustang ,2020,,30000,Electric,Silver,Second, Chicago 
14593,Toyota,,2012,,60000,Hybrid,Red,Third,Los Angeles
14594,BMW,,2010,50000,15000,Petrol,Red,,New York
14595,Tesla,,2018,30000,100000,Electric,Blue,,
14596,BMW,Model S,2015,40000,15000,Electric,Gray,First,Phoenix
14597,Honda,Mustang ,2012,40000,15000,Petrol,Blue,Second,Los Angeles
14598,Ford,Accord,2018,50000,45000,Petrol,White,Second,Phoenix
14599,Ford,Civic,2020,50000,75000,,,,Phoenix
14600,Toyota,Focus,2020,30000,100000, Diesel ,,First,Miami
14601,Hyundai,Focus,2012,30000,30000,Hybrid,Red,Second, Chicago 
14602,Toyota,Corolla,,20000,45000,Hybrid,Gray,Third,
14603,Tesla,Civic,,20000,30000,,,First,Miami
14604, Nissan ,Accord,2012,50000,100000, Diesel ,Silver,Third,Phoenix
14605,Tesla,Model S,,50000,60000,Electric,,,Miami
14606,Honda,Model S,2010,30000,15000, Diesel ,White,Second,New York
14607,Toyota,Civic,2015,,15000,,Blue,,Miami
14608,Toyota,,,40000,30000,Petrol,Blue,Third,Los Angeles
14609,Tesla,,2012,,75000,,Black,Second,New York
14610,Tesla,Civic,2012,25000,,,Red,First,
14611,Tesla,Accord,2010,60000,30000,Petrol,Black,,Phoenix
14612,Ford,Focus,2020,25000,30000,Electric,White,First,Houston
14613,BMW,,,60000,,Hybrid,Silver,First,Houston
14614,BMW,Corolla,2015,25000,100000,,Silver,Third,Phoenix
14615,Toyota,Accord,2020,,30000,Electric,Blue,Third,Los Angeles
14616,Ford,Accord,2012,60000,15000, Diesel ,White,Second, Chicago 
14617,Tesla,Model S,2015,50000,75000,Electric,Silver,First,New York
14618,Toyota,Mustang ,2012,50000,75000, Diesel ,Silver,,Miami
14619,Ford,,2010,20000,45000, Diesel ,Blue,First,Houston
14620,Honda,Focus,2010,25000,30000,Hybrid,Black,Second, Chicago 
14621, Nissan ,Accord,2020,30000,,Hybrid,Gray,, Chicago 
14622,Ford,,2018,40000,75000,,Black,,
14623,,,2020,50000,15000, Diesel ,Red,,Houston
14624,Toyota,Model S,2015,60000,15000,,Black,First,Miami
14625,Hyundai,Corolla,2010,20000,15000,Petrol,Red,Third, Chicago 
14626,BMW,Accord,2020,25000,60000,Petrol,White,First,
14627,,Mustang ,2010,50000,45000, Diesel ,,Third, Chicago 
14628,Tesla,Corolla,2018,60000,, Diesel ,Red,Third,New York
14629, Nissan ,Focus,2020,40000,60000,Petrol,Black,Second,
14630,Hyundai,Mustang ,2010,40000,100000, Diesel ,,First,
14631,Honda,Civic,2012,20000,,Hybrid,White,Second,Los Angeles
14632,Hyundai,Civic,,,45000,Petrol,Black,,Houston
14633, Nissan ,Mustang ,2018,40000,30000, Diesel ,White,,New York
14634,Hyundai,Civic,,50000,100000,,Gray,,Los Angeles
14635, Nissan ,Focus,2012,60000,75000, Diesel ,Black,First,Phoenix
14636,Ford,Accord,,20000,,Petrol,Gray,,New York
14637,Toyota,,2015,25000,60000,Petrol,Red,Second,Los Angeles
14638,Hyundai,Corolla,2018,20000,100000,Petrol,,Third,
14639,Hyundai,Corolla,2010,,, Diesel ,Gray,,
14640,Toyota,,2012,25000,45000,Electric,Silver,Second,Los Angeles
14641, Nissan ,Accord,2015,,75000,Petrol,Black,Third,New York
14642,Tesla,Mustang ,2012,40000,,Hybrid,Black,Third,New York
14643,Toyota,Corolla,2018,50000,30000,Electric,Black,,Phoenix
14644, Nissan ,Accord,,20000,45000, Diesel ,Red,Third,Houston
14645,Toyota,Mustang ,2012,60000,15000, Diesel ,Blue,First,Los Angeles
14646,Tesla,Mustang ,2012,60000,60000, Diesel ,Black,,Houston
14647,Honda,Mustang ,2020,60000,30000, Diesel ,,First,Los Angeles
14648,,Corolla,2010,30000,60000,Hybrid,,Second,Miami
14649, Nissan ,Civic,2012,50000,30000,Petrol,Black,Third, Chicago 
14650,BMW,Civic,2020,60000,75000,,,,
14651,BMW,Model S,,,75000,Hybrid,Silver,Third, Chicago 
